recipe_name,total_time,servings,yield,ingredients,directions,rating,url,nutrition,timing,processed_ingredients_directions,processed_ingredients
Avocado Soup with Chicken and Lime,30,4,4 servings,"4 (6 inch) corn tortillas, julienned, 1 ½ tablespoons olive oil, 1  white onion, sliced thinly, 8 cloves garlic, thinly sliced, 4  fresh jalapeno peppers, sliced, 8 ounces skinless, boneless chicken breast halves - cut into thin strips, 1 quart chicken broth, ¼ cup fresh lime juice, 1  tomato, seeded and diced,   salt and ground black pepper to taste, 1  avocado - peeled, pitted and diced, ¼ cup chopped fresh cilantro","Preheat oven to 400 degrees F (200 degrees C). Arrange tortilla strips on a baking sheet.
Bake in the preheated oven until lightly browned, 3 to 5 minutes.
Heat oil in a large saucepan over medium heat. Cook onion, garlic, and jalapenos in oil until lightly browned, 4 to 5 minutes. Stir in chicken, chicken broth, lime juice, tomato, salt and pepper. Gently simmer until chicken is no longer pink, about 10 minutes. Stir in avocado and cilantro and heat through, 3 to 5 minutes. Adjust seasonings to taste.
Ladle soup into bowls and sprinkle with tortilla strips to serve.",4.5,https://www.allrecipes.com/recipe/20809/avocado-soup-with-chicken-and-lime/,"Total Fat 15g 20%, Saturated Fat 2g 12%, Cholesterol 37mg 12%, Sodium 1048mg 46%, Total Carbohydrate 25g 9%, Dietary Fiber 7g 23%, Total Sugars 4g, Protein 17g, Vitamin C 24mg 122%, Calcium 59mg 5%, Iron 1mg 8%, Potassium 590mg 13%","Prep Time: 10 mins, Cook Time: 20 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",pit    corn olive medium   salt slice sheet white julienned    thinly preheat ground quart cook tortillas brown lime garlic cut c   fresh   chop slice saucepan cilantro diced simmer boneless seasoning adjust skinless bowl f jalapeno degree   breast arrange thinly   black chicken cup peel tomato lightly pepper long seed half taste heat stir heat serve pink oven strip ladle oil bake thin pepper chicken strip     minute sprinkle juice jalapenos avocado bake soup large tortilla taste preheat broth clove pepper inch ounce    onion oil gently tablespoon,inch corn tortilla julienne tablespoon olive oil white onion slice thinly clove garlic fresh jalapeno pepper ounce skinless boneless chicken breast half cut thin strip quart broth cup lime juice tomato seed dice salt ground black taste avocado peel pit chop cilantro
Meyer Lemon Avocado Toast,13,2,2 servings,"2 slices whole grain bread, ½  avocado, 2 tablespoons chopped fresh cilantro, or more to taste, 1 teaspoon Meyer lemon juice, or to taste, ¼ teaspoon Meyer lemon zest, 1 pinch cayenne pepper, 1 pinch fine sea salt, ¼ teaspoon chia seeds","Toast bread slices to desired doneness, 3 to 5 minutes.
Mash avocado in a bowl; stir in cilantro, Meyer lemon juice, Meyer lemon zest, cayenne pepper, and sea salt. Spread avocado mixture onto toast and top with chia seeds.",4.8,https://www.allrecipes.com/recipe/257457/meyer-lemon-avocado-toast/,"Total Fat 1g 2%, Saturated Fat 0g 1%, Sodium 271mg 12%, Total Carbohydrate 12g 4%, Dietary Fiber 2g 8%, Total Sugars 2g, Protein 4g, Vitamin C 3mg 13%, Calcium 31mg 2%, Iron 3mg 14%, Potassium 82mg 2%","Prep Time: 10 mins, Cook Time: 3 mins, Total Time: 13 mins, Servings: 2, Yield: 2 servings",doneness avocado seed    mixture slice bread bread stir   salt meyer z toast seed taste    teaspoon bowl spread pinch   fine chia lemon cayenne avocado pepper   cilantro   desire fresh chop sea grain salt mash tablespoon minute juice,slice grain bread avocado tablespoon chop fresh cilantro taste teaspoon meyer lemon juice z pinch cayenne pepper fine sea salt chia seed
Mexican Baked Fish,30,6,6 servings,"1 ½ pounds cod, 1 cup salsa, 1 cup shredded sharp Cheddar cheese, ½ cup coarsely crushed corn chips, 1  avocado - peeled, pitted and sliced, ¼ cup sour cream","Preheat oven to 400 degrees F (200 degrees C). Lightly grease one 8x12 inch baking dish.
Rinse fish fillets under cold water, and pat dry with paper towels. Lay fillets side by side in the prepared baking dish. Pour the salsa over the top, and sprinkle evenly with the shredded cheese. Top with the crushed corn chips.
Bake, uncovered, in the preheated oven for 15 minutes, or until fish is opaque and flakes with a fork. Serve topped with sliced avocado and sour cream.",4.5,https://www.allrecipes.com/recipe/12745/mexican-baked-fish/,"Total Fat 18g 23%, Saturated Fat 7g 36%, Cholesterol 69mg 23%, Sodium 529mg 23%, Total Carbohydrate 11g 4%, Dietary Fiber 3g 12%, Total Sugars 2g, Protein 28g, Vitamin C 7mg 34%, Calcium 213mg 16%, Iron 1mg 5%, Potassium 717mg 15%","Prep Time: 15 mins, Cook Time: 15 mins, Total Time: 30 mins, Servings: 6, Yield: 6 servings",pit pat salsa    corn slice uncover    chip serve preheat chip c cheese    fish slice minute prepare   cream lie f degree crush sharp cheese evenly top cup peel lightly paper x dish water inch opaque pour oven bake cold   shred cheddar sprinkle rinse dry bake avocado pound cream fillet preheat flake salsa towel coarsely grease   sour cod fork,pound cod cup salsa shred sharp cheddar cheese coarsely crush corn chip avocado peel pit slice sour cream
Easy Never Forgotten Guacamole,40,16,2 cups,"3  avocados - peeled, pitted and diced, 1 tablespoon sour cream, 2 (3 ounce) packages cream cheese, softened, 2 tablespoons salsa, 1 pinch salt, 1 dash ground black pepper, 1 dash garlic salt, 1 dash onion powder","In a small bowl, mix together the avocados, sour cream, cream cheese and salsa. Blend to desired consistency.
In a small bowl mix the salt, pepper, garlic salt and onion powder. Stir into the avocado mixture. Cover and chill in the refrigerator 1/2 hour before serving.",4.5,https://www.allrecipes.com/recipe/22972/easy-never-forgotten-guacamole/,"Total Fat 9g 12%, Saturated Fat 3g 17%, Cholesterol 12mg 4%, Sodium 67mg 3%, Total Carbohydrate 4g 1%, Dietary Fiber 3g 9%, Total Sugars 0g, Protein 2g, Vitamin C 4mg 19%, Calcium 15mg 1%, Iron 0mg 2%, Potassium 204mg 4%","Prep Time: 10 mins, Additional Time: 30 mins, Total Time: 40 mins, Servings: 16, Yield: 2 cups",cover avocado pit cheese cream salsa stir powder   ounce salt salt soften cream onion mixture powder dash hour ground consistency pinch   package blend pepper chill   refrigerator bowl bowl tablespoon cheese black   desire sour   peel serve garlic avocado avocado salsa tablespoon small mix   dice,avocado peel pit dice tablespoon sour cream ounce package cheese soften salsa pinch salt dash ground black pepper garlic onion powder
Avocado Dressing,10,12,1 1/2 cups,"1  avocado, peeled and pitted, ½ cup plain yogurt, ¼ cup extra-virgin olive oil, 3 tablespoons lemon juice, 2 cloves garlic, 1 teaspoon sea salt, ¼ teaspoon hot pepper sauce, ⅛ teaspoon ground black pepper","Blend avocado, yogurt, olive oil, lemon juice, garlic, sea salt, hot sauce, and black pepper together in a blender until smooth.",4.6,https://www.allrecipes.com/recipe/241148/avocado-dressing/,"Total Fat 7g 9%, Saturated Fat 1g 6%, Cholesterol 1mg 0%, Sodium 158mg 7%, Total Carbohydrate 3g 1%, Dietary Fiber 1g 4%, Total Sugars 1g, Protein 1g, Vitamin C 4mg 19%, Calcium 22mg 2%, Iron 2mg 11%, Potassium 113mg 2%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 12, Yield: 1 1/2 cups",   sauce olive yogurt   salt       teaspoon clove pepper ground   blender blend lemon hot avocado garlic extravirgin peel black   cup smooth sea pit oil plain tablespoon juice,avocado peel pit cup plain yogurt extravirgin olive oil tablespoon lemon juice clove garlic teaspoon sea salt hot pepper sauce ground black
Avocado Egg Salad,20,6,3 cups,"6  hard-boiled eggs, peeled, 2  avocados - peeled, pitted, and cubed, ½ cup minced red onion, 3 tablespoons chopped sweet pickles, 1 tablespoon prepared yellow mustard, ⅓ cup mayonnaise,   salt and pepper to taste","Mash the eggs with a fork in a mixing bowl to break up. Add the avocado, onion, pickle, mustard, and mayonnaise. Gently smash the ingredients together until blended. Season to taste with salt and pepper.",4.6,https://www.allrecipes.com/recipe/170446/avocado-egg-salad/,"Total Fat 25g 32%, Saturated Fat 5g 23%, Cholesterol 217mg 72%, Sodium 189mg 8%, Total Carbohydrate 9g 3%, Dietary Fiber 5g 18%, Total Sugars 3g, Protein 8g, Vitamin C 8mg 39%, Calcium 42mg 3%, Iron 1mg 6%, Potassium 418mg 9%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 6, Yield: 3 cups",mix fork   salt hardboile sweet egg    add pepper pickle   pepper break yellow smash red avocado ingredient bowl tablespoon mayonnaise taste     cup season   onion blend chop peel mince pit mayonnaise gently egg avocado mash tablespoon   mustard pickle cube prepared,hardboile egg peel avocado pit cube cup mince red onion tablespoon chop sweet pickle prepare yellow mustard mayonnaise salt pepper taste
Absolutely Amazing Ahi,25,6,6 servings,"¾ pound sashimi grade tuna steak, diced, ½ cup diced cucumber, 1  avocados - peeled, pitted and diced, ¼ cup chopped green onion, 1 ½ teaspoons red pepper flakes, 1 tablespoon toasted sesame seeds, 1 ½ teaspoons lemon juice, 2 teaspoons sesame oil, ½ cup soy sauce","In a medium bowl, combine the tuna, cucumber, avocado, green onion, red pepper flakes and sesame seeds. Pour in the lemon juice, sesame oil and soy sauce, and stir carefully to blend so as not to mash the avocado. Place this bowl into a larger bowl that has been filled with ice. Chill in the refrigerator for 15 minutes, but no longer - the terrific freshness of the fish will be lost.
Once chilled, remove the bowl from the ice, and invert onto a serving plate. Serve with toasted bread or your favorite crackers.",4.7,https://www.allrecipes.com/recipe/33247/absolutely-amazing-ahi/,"Total Fat 8g 10%, Saturated Fat 1g 6%, Cholesterol 26mg 9%, Sodium 1227mg 53%, Total Carbohydrate 6g 2%, Dietary Fiber 3g 11%, Total Sugars 1g, Protein 16g, Vitamin C 6mg 31%, Calcium 38mg 3%, Iron 1mg 8%, Potassium 513mg 11%","Prep Time: 10 mins, Cook Time: 15 mins, Total Time: 25 mins, Servings: 6, Yield: 6 servings",pit    medium combine teaspoon seed green    place avocado serve flake freshness red chill invert   chop fish toast plate seed dice minute   soy sauce ice pound fill large ice serve grade cracker blend bowl bowl tablespoon cup peel sauce long sashimi bread stir pour tuna oil   lemon refrigerator dice    avocados juice terrific carefully chill tuna flake steak favorite pepper avocado lose cucumber   sesame onion oil remove mash,pound sashimi grade tuna steak dice cup cucumber avocado peel pit chop green onion teaspoon red pepper flake tablespoon toast sesame seed lemon juice oil soy sauce
Quick and Easy Guacamole,10,4,4 servings,"2  avocados - peeled, pitted, and diced, 2  green onions, chopped, 1 tablespoon chopped fresh cilantro, 1 teaspoon seasoned salt, 1 teaspoon ground black pepper, 1 teaspoon garlic, minced, ½  lime, juiced","Combine avocado, green onion, cilantro, seasoned salt, black pepper, garlic, and lime juice in a bowl; mash with a spoon or potato masher until mostly smooth with small chunks.",4.7,https://www.allrecipes.com/recipe/223271/quick-and-easy-guacamole/,"Total Fat 15g 19%, Saturated Fat 2g 11%, Sodium 238mg 10%, Total Carbohydrate 10g 4%, Dietary Fiber 7g 25%, Total Sugars 1g, Protein 2g, Vitamin C 14mg 68%, Calcium 27mg 2%, Iron 1mg 5%, Potassium 532mg 11%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 4, Yield: 4 servings",mince chop salt combine green bowl teaspoon onion    chunk lime potato seasoned ground   juice masher pepper lime garlic avocado spoon tablespoon cilantro   black fresh   onion chop peel pit juiced smooth avocado mash small dice,avocado peel pit dice green onion chop tablespoon fresh cilantro teaspoon season salt ground black pepper garlic mince lime juice
Mexican Botana Platter,80,12,12 servings,"2 pounds beef skirt steak, 2 pounds boneless chicken thighs, 2 teaspoons fajita seasoning, 2 ½ teaspoons garlic powder, divided, 2 cups refried beans,   salt to taste,   lemon pepper to taste, 4  avocados - peeled, pitted, and mashed, 1 cup corn oil, 24  corn tortillas, 1 medium green bell pepper, chopped, 1 medium onion, chopped, ⅓ bunch cilantro, chopped, 1 (16 ounce) package shredded American cheese, 12 ounces sour cream, 2 large tomatoes, chopped, 4  pickled jalapeno peppers, sliced (Optional)","Preheat oven to 350 degrees F (175 degrees C).
Rub beef and chicken with fajita seasoning and 2 teaspoons garlic powder. Cut beef and chicken into 1-inch strips, and set aside.
In a saucepan, warm refried beans over medium-low heat.
Stir salt, lemon pepper, and 1/2 teaspoon garlic powder into mashed avocados. Set aside.
Heat corn oil in a deep skillet over medium-high heat. Cut tortillas in half, then cut in half again to make 4 triangular pieces per tortilla. Place into the skillet as many tortilla pieces as will fit without overlapping, and fry until crisp; repeat this process until all the tortilla pieces have been fried. Remove crisp tortillas to paper towels. Discard oil, and wipe out skillet.
Return skillet to medium heat, and stir in beef, chicken, bell pepper, and onion. Cook, stirring occasionally, about 7 minutes; then stir in cilantro.
Layer the tortilla pieces along the bottom of a large baking dish. Spread refried beans evenly over tortilla pieces. Sprinkle cheese over beans, then spread meat mixture evenly on top.
Bake in preheated oven until cheese and beans are bubbly, about 20 minutes. Remove from oven, and drop sour cream and guacamole by tablespoonfuls in various places across the top. Sprinkle tomatoes and jalapenos on top.",4.7,https://www.allrecipes.com/recipe/86322/mexican-botana-platter/,"Total Fat 40g 51%, Saturated Fat 16g 80%, Cholesterol 120mg 40%, Sodium 958mg 42%, Total Carbohydrate 42g 15%, Dietary Fiber 11g 39%, Total Sugars 3g, Protein 40g, Vitamin C 23mg 116%, Calcium 326mg 25%, Iron 3mg 19%, Potassium 1008mg 21%","Prep Time: 40 mins, Cook Time: 40 mins, Total Time: 1 hrs 20 mins, Servings: 12, Yield: 12 servings",tortilla onion cream saucepan mixture   corn skirt medium powder ounce return salt slice teaspoon green crisp     half place thigh preheat crisp tortillas beef cook pepper pickle c cut cheese mediumhigh      cup process boneless chop repeat f occasionally jalapeno tomato degree mashed aside heat seasoning meat powder mediumlow beef evenly   overlap wipe fit oven cilantro chicken cup peel tomato place garlic   half skillet deep pepper   minute paper   dish tortillas heat piece stir salt heat   oven strip stir cilantro piece powder oil bake    chicken inch mash lemon tablespoonful bean   fajita triangular shred divide fry optional pit avocado bunch bean package sprinkle minute jalapenos rub pound bake cheese discard bubbly layer fry large tortilla skillet cream taste teaspoon spread preheat refrie avocado steak pepper bell drop ounce towel american guacamole   warm sour onion oil remove set seasoning,pound beef skirt steak boneless chicken thigh teaspoon fajita seasoning garlic powder divide cup refrie bean salt taste lemon pepper avocado peel pit mashed corn oil tortillas medium green bell chop onion bunch cilantro ounce package shred american cheese sour cream large tomato pickle jalapeno slice optional
Salsa Salad,30,6,6 servings,"4 large ripe tomatoes, cut into bite-size pieces, 1 bunch cilantro, stems cut off and leaves coarsely chopped, 1 large green bell pepper, cut into bite-size pieces, 1 large red bell pepper, cut into bite-size pieces , 2  jalapeno peppers, finely chopped, 3  green onions, chopped, ½  sweet red onion, chopped, 2 large avocados, pitted and cut into bite-sized pieces, 1  lime, juiced, ½ teaspoon salt, or to taste","In a large salad bowl, lightly mix the tomatoes, cilantro, green and red bell peppers, jalapeno peppers, green onions, and sweet red onion until thoroughly combined. Gently toss with avocado pieces, and squeeze lime juice over the salad. Sprinkle with salt to serve.",4.6,https://www.allrecipes.com/recipe/218645/salsa-salad/,"Total Fat 14g 18%, Saturated Fat 2g 11%, Sodium 214mg 9%, Total Carbohydrate 18g 7%, Dietary Fiber 10g 34%, Total Sugars 7g, Protein 4g, Vitamin C 90mg 452%, Calcium 43mg 3%, Iron 1mg 8%, Potassium 952mg 20%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 6, Yield: 6 servings",chop pit bitesize avocado thoroughly piece leave   salt salt large serve salad sweet jalapeno finely salad green toss    onion teaspoon onion squeeze lime   combine bell   juice coarsely pepper red lime   bitesize bowl piece cut cilantro   taste onion juice tomatoes mix avocado gently bunch lightly pepper ripe sprinkle stem,large ripe tomato cut bitesize piece bunch cilantro stem leave coarsely chop green bell pepper red jalapeno finely onion sweet avocado pit lime juice teaspoon salt taste
